S1 EP01 IN
S1 EP01：こっちだ　早く　|　在这边 快点
S1 EP11：一発でも　殴って　|　就算只打一拳也好
S1 EP11：ああ　そう　|　这样啊
S1 EP11：一発ね　これで終わりか　|　一拳 这样就行了吧
S1 EP11：俺がここまで付き合ってやるの　すごく珍しいんだぜ　|　我这么陪你闹可是很难得的
S1 EP11：もう会うことはないな　ユノ　|　我们不会再见了吧 悠诺
S1 EP11：待て　|　等等
S1 EP11：ちょうど面白そうなヤツがいるじゃねえか　|　正好有个看起来很有趣的家伙在啊
S1 EP11：最初から　|　从一开始
S1 EP11：あなたに勝てるなんて　思ってなかったわ　私自身は　|　我就没觉得我能打败你
S1 EP11：その両腕の鏃　妙に減ってると思ってたんだよな　|　我就说你手腕上的箭矢莫名其妙少了
S1 EP11：もしかしたら　生き延びているかもしれないと思った　|　我想他或许还活着
S1 EP11：もしかしたら間に合うかも　|　或许还赶得上
S1 EP11：あんたは私を殺さないかも　|　你或许不会杀我
S1 EP11：戦いを挑んでもあしらうかも　|　就算我挑衅或许也会敷衍
S1 EP11：一緒に旅したソウジロウなら　|　一同旅行的宗次朗
S1 EP11：私の鏃を判別できる　|　能够认出我的箭矢
S1 EP11：分の悪すぎる賭けだったけど　|　这是场豪赌
S1 EP11：私が飛ばせるのは　この鏃だけ　|　但我只能射出箭矢
S1 EP11：私の二つ目の名は　|　我的别称是
S1 EP11：遠い鉤爪のユノ　|　远方钩爪悠诺
S1 EP11：面白い　すごいよ　|　有趣 厉害
S1 EP11：マジか　|　难以置信
S1 EP11：俺がこんな子にしてやられたのか　|　我竟然被这样一个小女孩算计了
S1 EP11：生きてりゃ面白いこともあるよな　|　活着还真是能碰到趣事啊
S1 EP11：笑ってる場合か　|　现在是笑的时候吗
S1 EP11：客人　あんたの話は聞いてるよ　|　客人 我听说过你的事
S1 EP11：クモを斬った剣士だろう　|　砍了蜘蛛的剑士对吧
S1 EP11：いい剣を持ってるみたいだな　|　看来有把好剑呢
S1 EP11：おめえのほうは剣士じゃなさそうだな　|　你倒不像是个剑士呢
S1 EP11：いいね　|　不错
S1 EP11：一言で俺をそう言ってくれたヤツは初めてだよ　|　你是第一个这么说我的人
S1 EP11：タレンちゃんの暗殺には行かなかったのか　|　你没去暗杀塔莲吗
S1 EP11：お前らはそれが仕事だったんだろ　|　那是你们的工作吧
S1 EP11：関係ねえよ　|　与我无关
S1 EP11：俺は斬りたいから来たんだ　|　我是想砍才来的
S1 EP11：俺の剣でまだ斬ったことのねえ　|　来砍没砍过的东西
S1 EP11：斬ってもつまらなくねえ　|　来砍有价值的东西
S1 EP11：この世界にしかない何かをだ　|　来砍这世界才有的东西
S1 EP11：タレンとかいうヤツをやりに行くより　|　比起去找那个塔莲
S1 EP11：ユノのヤツに乗るほうが　何が起こるか分かんなかった　|　跟着悠诺的箭矢更有未知的快感
S1 EP11：だから来た　|　所以我来了
S1 EP11：ソウジロウ　|　宗次朗
S1 EP11：私はあなたが憎い　|　我憎恨你
S1 EP11：だけど…　|　但是…
S1 EP11：話はもういいだろ　さっさとやろうや　|　别说废话了 赶紧动手吧
S1 EP11：慌てんなよ　|　别着急嘛
S1 EP11：どうせどっちかが死ぬんだ　|　反正总会有一个人死的
S1 EP11：「彼方」の思い出話でもするか　ソウジロウ　|　要聊聊「彼方」的回忆吗 宗次朗
S1 EP11：ろくな思い出ねえよ　|　没什么好回忆
S1 EP11：飯はマズいし　毎日殺されかけるし　|　食物难吃 每天被人追杀
S1 EP11：弱よええヤツ斬ってばっかりで　|　只能砍些弱者
S1 EP11：気付いたらこんなとこまで流れてきちまった　|　不知不觉就流浪到此了
S1 EP11：まあね　俺もだよ　|　我也差不多
S1 EP11：これだけ人が死んだって何も思わない　|　死了这么多人我也毫不在意
S1 EP11：彼方に帰りたいとか　惜しい気持ちがあるとか　そんなことも感じたことがない　|　我从未想要回到彼方 或是感到可惜
S1 EP11：客人っていうのは　そういう逸脱者なんだろうな　|　所谓的客人 就是这样的超脱者吧
S1 EP11：強すぎるから　いつも１人だ　|　过于强大所以总是一个人
S1 EP11：まるで強すぎるのがよくねえことみたいだな　|　就好像过于强大是坏事一样
S1 EP11：そんなふうに思うヤツは結構いるらしいぜ　|　似乎有不少人这样想呢
S1 EP11：１人っていうのは自由だ　|　但一个人很自由
S1 EP11：だからさ　|　所以说
S1 EP11：本当に俺は今の俺が好きだよ　|　我其实很喜欢现在的自己
S1 EP11：この世界に追放された意味があるとしたら　|　如果要说被放逐到这个世界的意义
S1 EP11：きっとそうだと思ってる　|　一定就在于此吧
S1 EP11：殺して　|　杀了他
S1 EP11：私だって分かってる　|　我也知道
S1 EP11：あの日本当に憎むべきだったのは　自分自身だって　|　那一天真正该憎恨的人其实是我自己
S1 EP11：私が弱かったからだって　|　都怪我太弱小了
S1 EP11：けど…　|　但是…
S1 EP11：たとえ見当違いの憎悪でも　|　即使是错误的憎恨
S1 EP11：私が私を救うために　|　为了拯救我自己
S1 EP11：殺して　ソウジロウ　|　杀了他 宗次朗
S1 EP11：何をするのも自由なら　復讐を願うのだって自由でしょう　|　如果做什么都是自由的 那渴望复仇也是自由的吧
S1 EP11：意味がなくたって　邪悪な願いだと分かっていたって　|　哪怕毫无意义 明知这是邪恶的愿望
S1 EP11：私を責める人なんて　誰もいないってことでしょう　|　也没有人可以责怪我吧
S1 EP11：そんなら　こいつをやるかどうかも俺の自由だな　|　这样的话 是否和他打也是我的自由吧
S1 EP11：ったく　|　真是的
S1 EP11：さっきまでさっさと逃げようと思ってたのにな　|　我一直想着快点逃走
S1 EP11：まあ　でも安心しな　|　不过你放心
S1 EP11：最後に遊んでやる時間くらいは十分ある　|　最后再陪你玩玩的时间还是够的
S1 EP11：この世界も　ずっとそう願ってた　|　这个世界也一直祈愿着
S1 EP11：誰も倒せない本物の魔王を　|　无人能敌的真正魔王
S1 EP11：自分ではない誰かに　打ち倒してほしいと願ってた　|　能被其他某人给打倒
S1 EP11：まだだ　|　还没到
S1 EP11：来る　|　来了
S1 EP11：あまねく攻撃に先手を取る　絶対最速の魔剣　|　所有攻击都能占据先机的绝对最快魔剑
S1 EP11：だが使い手の反応とまったく同時に　|　但只要在使用者做出反应的同时
S1 EP11：その剣を握る腕を制してしまえば…　|　反制握剑的手…
S1 EP11：同時の動作　|　同时的动作
S1 EP11：意識に走る電流ほどの時間差も見せぬ　絶技であった　|　连神经传导时间差也没有的绝技
S1 EP11：取ったぞ　|　拿下了
S1 EP11：さすが　やるな　|　果然厉害
S1 EP11：おめえは　それが命だ　|　那就是你的命脉
S1 EP11：そうだ　だがな…　|　没错 但是…
S1 EP11：世界逸脱の盗賊の真価は　その眼力にこそある　|　超脱世界盗贼的真本事 在于眼力
S1 EP11：敵が超絶の剣士であったとしても　|　即便对手是超脱常理的剑士
S1 EP11：未来を読み　洞察することができる　|　也能预测未来 洞悉一切
S1 EP11：認識した光景を　敵の思考を　すべてを　|　包括所见的光景 敌人的思考 以及一切
S1 EP11：取るのは　俺の専売なんだよ　|　夺取是我的特权
S1 EP11：盗賊の剣はついに柳生を超えた　|　盗贼的剑终于超越柳生
S1 EP11：こいつ…　|　这家伙…
S1 EP11：こいつのこの剣は…　|　这家伙的这把剑…
S1 EP11：ありえねえ　|　不可能
S1 EP11：こんな剣で蜘獣の装甲をどうやって　|　这把剑怎么能砍蜘兽的装甲
S1 EP11：言ったろうが　|　我说过了
S1 EP11：取ってるぞ　おめえの命を　|　你的命脉 我拿下了
S1 EP11：最初から…　|　从一开始…
S1 EP11：魔剣じゃなかったのか　|　就不是魔剑吗
S1 EP11：いい剣を持ってるみたいだな　|　好像有把好剑呢
S1 EP11：こいつ　すべてを読み切っていたのか　|　这家伙早已预测一切了吗
S1 EP11：同じ客人でも　これほどの差が…　|　同为客人 也有这般差距…
S1 EP11：どうすれば　何をすれば　|　该怎么做 该做什么
S1 EP11：俺はこいつに勝てた　|　我才能打败他
S1 EP11：信じられねえ…　|　难以置信…
S1 EP11：おめえの言ったとおりだな　|　你说得没错
S1 EP11：やっぱ剣士じゃねえわ　おめえ　|　你果然不是剑士
S1 EP11：#日落之时
S1 EP11：#利奇亚新公国
S1 EP11：#魔王自称者 并非黄都的“正统之王”而是“魔之王”们的总称。即使不自称王，但若是拥有强大力量并采取威胁黄都行为的人，也可能被认定为魔王自称者并被视为讨伐对象。
S1 EP11：#修罗
S1 EP11 OUT

S1 EP12 IN
S1 EP12：娘さんに会ってきたよ　タレン　|　我见过你女儿了 塔莲
S1 EP12：黄都の暗殺者か　|　黄都的刺客吗
S1 EP12：カーテは　|　卡黛呢
S1 EP12：助けてやりたかった　|　我本想救她的
S1 EP12：手遅れだったよ　|　但已经晚了
S1 EP12：そうか　|　这样
S1 EP12：娘さんのために聞いてやる　|　我要为你的女儿问一问
S1 EP12：警めのタレン　どうしてこんなことを…　|　警戒塔莲 你为什么要…
S1 EP12：戦争なんて始めた　|　开启战争
S1 EP12：黄都に代わり世界を統治するため　|　为了代替黄都 统治世界
S1 EP12：では不満か　|　不行吗
S1 EP12：傭兵や鳥竜に戦力を頼った国が　長く続くはずがない　|　以佣兵和鸟龙为主要战力的国家 是不会长久的
S1 EP12：為政者が野望に狂わされた例など　歴史にいくらでもある　|　执政者因野心而发狂的例子在历史上数不胜数
S1 EP12：確かにそうかもしれないが　|　可能确实如此
S1 EP12：本当は　最初から黄都の上の連中とあんたは結託してたんじゃないのか　|　但你是不是最开始就跟黄都的高层们商量好了
S1 EP12：この戦いは　魔王が死んで世界の脅威になったバケモノどもを　|　这场战斗 是设计给魔王死后威胁世界的怪物们
S1 EP12：１つにまとめて潰し合わせるためのものだったんじゃないのか　|　为了让他们互相残杀吧
S1 EP12：仮に貴様の言うとおりなら　なおさらそうとは答えんよ　|　如果真像你说的那样 那我更不会交代了
S1 EP12：じゃあ　|　那
S1 EP12：こいつは本当に自分でも甘いって思うんだけどさ　|　接下来这个问题我自己也觉得很天真
S1 EP12：この国は鳥竜と人族が共存していた　|　让鸟龙与人族共存于一个国家
S1 EP12：娘さんのためにか　|　是为了你的女儿吗
S1 EP12：いいや　|　不是
S1 EP12：すべては戦力のためだ　|　是为了战力
S1 EP12：鳥竜を従わせるために　私はカーテを…　|　为了让鸟龙听从于我 我才把卡黛…
S1 EP12：最初はそうだったとしても　今のあんたはそう思ってないんじゃないかい　|　就算你最开始是这么想的 现在应该也变了吧
S1 EP12：これで最後だ　|　那么最后
S1 EP12：俺は聖騎士でね　告解だよ　|　向圣骑士的我忏悔吧
S1 EP12：言い残すことがあれば聞く　|　我会听你说遗言的
S1 EP12：言い残すことか　|　遗言吗
S1 EP12：勇者が欲しいな　|　我想要勇者
S1 EP12：この世に恐怖よりも強い力が確かにあるのだと　|　能证明这世上确实有比恐惧更强大的力量
S1 EP12：民の希望を導く本物の勇者が　|　引领人们希望的真正勇者
