EP1 IN
EP1：よっ　鬼殺し　|　哟 杀鬼人
EP10：人狼は理屈外れの怪物じゃ　|　狼人是违反常理的怪物
EP10：人に化けてるとこを見破るのは難しい　|　化作人时很难看破
EP10：じゃが　わしらと違うとこがいくつかある　|　但还是有几处与我们不同的地方
EP10：例えば　|　比如说
EP10：五感の鋭さ　|　五感的敏锐程度
EP10：そう　|　对
EP10：匂いの強い山百合を鼻に寄せたり　|　我把气味刺激的山百合凑到他们鼻子前
EP10：耳元で鍋を叩いたりした　|　还在他们耳边敲锅
EP10：人狼なら驚いて尻尾を出す　|　如果是狼人则会受惊暴露
EP10：じゃが３人は平気なもんじゃった　|　但那三人都安然无事
EP10：だでな　村の中に人狼はおらん　|　所以村子里没有狼人
EP10：人狼の生態にお詳しいですね　|　你对狼人真是了解呢
EP10：人狼どもの一番の武器は　血じゃ　|　狼人最厉害的武器是血
EP10：やつらは進化をする　|　它们会传承进化
EP10：血筋を操る　|　操纵血脉
EP10：どんな個体とどんな個体を交ぜりゃ　子がより強くなるか　|　哪两个个体混合 孩子会更强大
EP10：やつらはそれを計算しつくして　交尾をして子を増やす　|　它们算尽这一切 依此生产后代
EP10：そうやって力を手に入れたんじゃ　|　从而获得力量
EP10：新世代は銀も聖水も効かなくなっとる　|　新的一代已不再害怕银和圣水
EP10：品種改良の結果ということですか　|　这是品种改良的结果啊
EP10：どうします　静句さん　|　如何是好 静句小姐
EP10：銀効かないんですって　|　银不起作用了
EP10：じゃ打つ手はなしですか　|　那就无计可施了吗
EP10：ないことはない　|　倒也不是
EP10：人間の姿のうちに叩くか　|　在人形时攻击它们
EP10：目や口の中を狙うか　|　或是瞄准嘴或眼睛
EP10：あとは火あぶりじゃな　|　再就是用火烧吧
EP10：よかった　師匠よりはまだ殺しようがありますね　|　那就好 还是比师父要好杀的
EP10：じゃがそのうちに火にだって強くなるかもしれん　|　不过 有一天可能会连火都不怕
EP10：キンズフューラーが生まれたら　どんなことになるか　|　要是终极个体诞生了 又该怎么办
EP10：キンズフューラー？　|　终极个体？
EP10：そういう伝説じゃ　|　传说中
EP10：血筋の果てに生まれる究極の人狼を　やつらはそう呼んどる　|　在血脉尽头诞生的究极狼人被这样称呼
EP10：今までのどんな人狼よりも　速く硬く賢く強い　|　比以往的所有狼人都更快 更坚硬 更聪明 更强大
EP10：やつらにとっての神じゃ　|　是狼人中的神
EP10：銀が効かないと断言されましたが　|　你断定银已不再起作用
EP10：効かない人狼を見たような言い方ですね　|　像是见过了不起作用的狼人
EP10：見たからな　|　我确实见过
EP10：８年前の事件ですか　|　是八年前的案件吗
EP10：そう　あの親子もよそもんじゃった　|　嗯 那对母女也是外来者
EP10：親子？　|　母女？
EP10：女とその女が産んだ娘　|　一个女人和她生下的女儿
EP10：わしらがすっかりだまされとった　|　我们完全被骗了
EP10：村長さん　ルイーゼちゃんがさらわれて悲しいですか　|　村长 你会因为露易丝被掳走而伤心吗
EP10：ルイーゼは村の守り神じゃった　|　露易丝是我们村的守护神
EP10：わしらの心の支えじゃった　|　是我们的心灵支柱
EP10：あの子が死んだら　この先どうすりゃいいのか　|　她要是死了 往后该如何是好
EP10：ルイーゼ　|　露易丝
EP10：ちなみに８年前って　どうやって人狼を見つけたんです　|　顺便问问 八年前是如何发现狼人的
EP10：ルイーゼじゃよ　あの子が見破ったんじゃ　|　是露易丝 她识破了狼人
EP10：口数は少ないけど　不思議な雰囲気のある子でしたね　|　虽然沉默寡言 但是一个有着奇妙气质的孩子
EP10：ルイーゼまで襲われるなんて　あの子は村の英雄だったのに　|　连露易丝都被掳走了 那孩子可是村子的英雄
EP10：８年前人狼を見つけたから？　|　因为八年前发现了狼人？
EP10：あなたが一番詳しいと村長さんに聞きました　|　听村长说 你对这件事最清楚
EP10：詳しいなんて　|　清楚什么的
EP10：僕はただの被害者です　|　我只是受害者罢了
EP10：あの女にだまされたんです　|　我被那个女人欺骗了
EP10：今から13年前　|　十三年前
EP10：森の中に女性が倒れているのを見つけました　|　我在森林里发现了一名倒在地上的女性
EP10：綺麗な銀髪の女性でした　|　她有着美丽的银发
EP10：衰弱しきっていて　体中にひどい怪我を　|　身体衰弱 受了很严重的伤
EP10：お腹も少し膨らんでいました　|　肚子也有些许隆起
EP10：名前を聞くと　ローザと答え　|　我问她名字 她说叫罗莎
EP10：どこから来たか尋ねると　|　我问她从哪里来
EP10：家から逃げてきたとだけ　|　她只说是从家里逃出来的
EP10：村のみんなは今よりよそ者に寛容でした　|　当时村里人对外来者比现在宽容
EP10：僕らは彼女はどこかのお屋敷の使用人で　|　我们认为她是某个宅邸的佣人
EP10：不倫か何かして追い出されたのだろうと思ってました　|　因为不伦或是别的原因被赶了出来
EP10：ローザは順調に回復し　|　罗莎恢复得很好
EP10：半年後に女の子を出産しました　|　半年后生下了一个女孩
EP10：名前はユッテ　|　名字叫尤特
EP10：今思えば　不自然な点も多かった　|　现在想起来 有很多不自然的地方
EP10：あまり家から出なかったり　|　她很少出门
EP10：森から聞こえる遠吠えの頻度が増えたり　|　我更频繁地听到森林里有嗥叫声
EP10：人間の時のローザは温厚で聡明な女性で　|　人类时的罗莎是温厚聪明的女性
EP10：気があったんですか　|　你对她有好感吗
EP10：ええ　まあ　|　嗯 算是
EP10：でも幸い　僕が過ちを犯す前に全て明らかになりました　|　不过幸好 在我犯错之前一切都被揭穿了
EP10：８年前の春の祭りの前日に　|　八年前 春日祭的前一天
EP10：すぐにローザが飛んできて　娘をかばいました　|　罗莎马上飞奔过来保护她的女儿
EP10：僕らは棒切れやナイフを武器にして　二人を袋叩きにしました　|　我们用棍子和小刀作为武器 殴打了她们
EP10：ルイーゼさんはなぜユッテの正体に気づいたんでしょう　|　露易丝是怎么发现尤特真面目的
EP10：森で花を摘んでいた時　|　她在森林里摘花的时候
EP10：ローザが現れて　娘と間違えて　|　罗莎出现了 把她错认成了女儿
EP10：ルイーゼに声をかけたのだそうです　|　跟露易丝打了招呼
EP10：その時　匂いの強い花を嗅いでも　|　那时罗莎说「就算闻了气味刺激的花
EP10：お耳を出さないよう気をつけてというようなことを言われて　|　也要注意别让耳朵露出来」
EP10：不思議に思って試してみたのだとか　|　露易丝觉得奇怪就试探了一下
EP10：その人狼の親子　本当に死んだんですよね　|　那对狼人母女真的死了吧
EP10：もちろんです　僕は翌日焼け跡を確認する役をやりましてね　|　当然 我在第二天被派去确认燃烧痕迹
EP10：大きな獣人の骨と小さな動物の骨をこの目で見ました　|　亲眼看到了大兽人和小动物的骨头
EP10：クヌートさんは今起きている事件の犯人は誰だと思います　|　克努特先生认为这次案件的犯人是谁
EP10：よそ者が怪しいという説は理にかなっています　|　我觉得外来者可疑这种说法合乎道理
EP10：でも僕は犯人じゃない　|　但我不是犯人
EP10：ハイネマン先生もそんな人だとは思えません　|　我也不认为海涅曼医生会干这种事
EP10：とすると　|　这样一来
EP10：ちょっと動かないでね　|　你先不要动
EP10：大丈夫　私は動きようがないから　|　没事 我想动也动不了
EP10：５年前かな　滝を描きにフラッと来て　|　应该是五年前吧 我为了画瀑布来到这里
EP10：そのまま住み着いちゃったの　|　然后就这样住了下来
EP10：あの景色見た　すごいよ　|　看过那幅景色了吗 太震撼了
EP10：もう一目惚れ　|　我一见钟情
EP10：グスタフ君の家であなたの絵を見ました　お上手ですね　|　我在古斯塔夫家里看过你的画 画得很好
EP10：ありがとう　|　谢谢
EP10：これでも画家の家系でアカデミーでも本格的にやってたんだ　|　我好歹算出身画家家庭 也在学院里认真学过
EP10：女の子を描くのがお好きなんですか　|　你喜欢画女孩子吗
EP10：これは殺された女の子たち　|　这些是被杀的女孩
EP10：親御さんに頼まれてさ　遺影描いてるの　|　她们的父母拜托我画遗像
EP10：ナディア　フィーネ　リタ　|　娜迪娅 菲内 丽塔
EP10：犯人は誰だと思います　|　你认为谁是犯人
EP10：村人の中にはいないと思う　|　我觉得犯人不在村民当中
EP10：ただの凶暴なオオカミってだけかも　|　可能只是凶暴的狼吧
EP10：私時々見かけるんだ　|　我有时候会看到
EP10：決まって朝早くか日暮れのすぐ後　|　在清晨或是傍晚
EP10：すごい速さで遠くの森を走ってくの　金色の綺麗なオオカミが　|　飞速穿行于远处的森林中 金色而美丽的狼
EP10：金色？　|　金色？
EP10：そいつは珍しいや　山の主か何かでしょうか　|　那还真是稀奇 是山的主人之类的吗
EP10：もしくは変身した人狼　|　或许是变身的狼人
EP10：他にそのオオカミを見たという村人はいますか　|　还有其他村民看到过那匹狼吗
EP10：いないと思うな　ほらここは村の端っこだから　|　应该没有 毕竟这里是村子的最角落
EP10：村の人たちはアルマさんを疑っているようです　|　村里的人们似乎在怀疑阿尔玛小姐
