EP01 IN
EP01：「眠りから目覚めたら」　|　「从睡梦中醒来」
EP09：就職のために行くか勉強のために行くか　大学　|　是为了就业 还是为了学习呢 大学
EP09：無理せずと言いたいところだが　|　虽然很想让你量力而为
EP09：そうもいかんよな君の仕事は　|　但你的工作不允许啊
EP09：槙生さんって　いつ小説家になろうって決めたの　|　槙生阿姨是什么时候决定当小说家的
EP09：気付いたらなってた　|　反应过来时已经是了
EP09：反則　|　不带这样的
EP09：真面目に考えよ　|　请认真想想
EP09：ね　|　就是
EP09：私だって真面目ですよ　|　我很认真啊
EP09：黙っててください　|　您别说了
EP09：ねえ　何書いてんの　|　喂 你写什么呢
EP09：ちびさん　|　小不点
EP09：ちっち　|　小 小
EP09：その人身長気にしてんのよ　|　这个人很在意身高啦
EP09：そうなの　|　是吗
EP09：年のこと言ったんだけど　|　可我说的是年纪啊
EP09：それは悪かったね　|　不好意思啊
EP09：これから伸びるもん　|　我正要开始长个呢
EP09：いいじゃない　|　这有什么
EP09：私もだいぶんちびだよ　|　我个子也不高啊
EP09：かわいいじゃんね　|　很可爱啊
EP09：やだ　|　不要
EP09：ワイドパンツ似合いたいの　|　我想变得适合穿阔腿裤
EP09：どら焼きちょうだい　|　给我个铜锣烧
EP09：はい　|　好
EP09：ねえ　ちび同士仲よくしようよ　|　咱们小个子就好好相处呗
EP09：嫌だ　なりたい自分になりたいの　|　不要 我想成为理想的自己
EP09：つまんなくても平凡でも　|　无聊也好 平凡也好
EP09：やりたいことならなんとかなるさ　|　只要是自己想做的就总有路走
EP09：てのは俺の話だけどね　|　当然这只是我自己的感觉
EP09：君たちの未来は無限とか言われても　|　总是有人说什么「你们有着无限的未来」
EP09：困っちゃうんだよな　|　但听了只让人困扰
EP09：なりたい自分か　|　理想的自己吗
EP09：そりゃ永遠の命題だね　|　这还真是个永恒的话题
EP09：ムカつく　|　好生气
EP09：ちょっと失礼な口利きなさんな　|　说话别太过分了啊
EP09：朝だっけ　|　朝 对吧
EP09：君は今人類の永遠の試練にけんかを売ったぞ　|　你现在正在挑战一个人类永恒的困境
EP09：自由でいたい　おなかすいた　|　好想变自由啊 肚子饿了
EP09：なあ食おうぜ　出来は悪くない　|　那就吃吧 应该还不错
EP09：うし　なんか作るか　|　好 做点什么呢
EP09：全っ然わかんない　|　完全搞不懂
EP09：ずるい　|　太狡猾了
EP09：ムカつく　|　好生气
EP09：ずるい　|　太狡猾了
EP09：全然わかんないよ　|　完全搞不明白啊
EP09：明日えみり遊びに来るけど　いい　|　明天绘美里来家里玩 可以吧
EP09：はい　|　好
EP09：出かけます　|　我出门了
EP09：いってらっしゃい　|　路上小心
EP09：出来た　|　完成了
EP09：おやすみ　|　晚安
EP09：昨日さ　夜中に目が覚めちゃった　|　我昨天夜里醒了
EP09：寒い　|　是冷的吗
EP09：湯たんぽ使うか　|　要用暖水袋吗
EP09：朝練行かなきゃ　|　我要去晨练了
EP09：そういや　作詞どうなった　|　对了 你的词写得如何了
EP09：その話やめて　|　别提这个了
EP09：いや　ばかにしてなくて　|　不是 我不是想逗你玩
EP09：ほんとにやればいいと思ってんの　|　我是真觉得你可以试试
EP09：いってきます　|　我走了
EP09：はい　|　嗯
EP09：いってらっしゃい　|　路上小心
EP09：自分が誰で　何を愛して　愛さなくて　|　自己是谁 喜欢什么 不喜欢什么
EP09：どうやって生きていくのか　|　该如何活下去
EP09：いつかわかる日が来るのかな　|　总有一天 能找到这些问题的答案吗
EP09：いつか　|　总有一天
EP09：#元旦
EP09：#交错
EP09：#武藏坂轻音社 冬季公演 2018
EP09：#谈话室
EP09：#槙生
EP09：#我已经到极限了 顾不了别的事了
EP09：#随便你买什么肉
EP09：#用才能抓住梦想吧
EP09：#我孤零零地独自站着 独自在荒芜一人的沙漠中哦 多希望等待着我的是多彩的日常 赶快…
EP09：#实惠商品 国产鸡（鸡腿） 1只
EP09：#1本 范围 全50页 用纸尺寸 A4 方向 纵向 取消 打印
EP09：#我孤零零地独自站着 独自在荒芜一人的沙漠中哦 多希望等待着我的是多彩的日常 赶快给蝎子让开道路 慢慢地慢慢地前行 oh yeah 想变得更加幸福
EP09：#高中一年级
EP09：#最后我想告诉你…
EP09：#黄油鸡咖喱 熟成 乌冬
EP09：#树乃老师
EP09：#我想成为想成为的自己！
EP09 OUT

EP10 IN
EP10：落ち着いたの　|　情况稳定了吗
EP10：いや　ひとまずね　|　嗯 暂时吧
EP10：とりあえずお疲れさま　|　总之辛苦你了
EP10：いや　それがさ　|　唉 这个嘛
EP10：ちょっとぐらい愚痴ってもいっか　|　能稍微听我发发牢骚吗
EP10：あら　珍しい　|　哎呀真少见
EP10：弱音を吐く人になったんだよ　俺は　|　我也变成会示弱的人了啊
EP10：どうぞ　|　请吧
EP10：あの頑強なおやじが倒れるとは　|　那个顽固的老头子居然病倒了
EP10：そりゃびっくりもしたんだけどさ　|　这自然也是吓了我一跳
EP10：それ以上に何が参ったって　|　但还有更让人受不了的
EP10：すっげえ偉そうにしやがってさ　病院の人たちに　|　他还对着医院的工作人员摆架子
EP10：語気が　大丈夫　|　你这口气 没事吧
EP10：それ聞かれない　|　不会有人听见吗
EP10：大丈夫だよ外だから　|　没事没事 我在外面
EP10：いや　ああはなりたくないと思ったね　|　唉 我可不想变成他那种人
EP10：看護師さんに「おい」とか言っちゃって　|　对着护士呼来喝去的
EP10：倒れてなお嫌なやつだとは　ほんっとあきれた　|　病倒了还这么惹人厌 真是服了
EP10：そっか　|　是吗
EP10：まあ　無事な証拠でもあるんだけどさ　|　不过也证明没什么大事吧
EP10：笠町君　|　笠町君
EP10：ゆっくりでも解けるといいね　あなたの呪縛　|　可能需要时间 但我希望你的咒缚能解开
EP10：お互い　|　彼此彼此
EP10：君はもうだいぶ解けてると思うが　|　不过我觉得你已经解得差不多了
EP10：まあ　よきところを継ぎ　|　哎 取其精华吧
EP10：呪縛　|　咒缚
EP10：呪ば　|　咒缚
EP10：えみり　スープは　|　绘美里 汤喝吗
EP10：食べる　|　喝
EP10：パンはいい　|　面包就算了
EP10：自分で持ってって　高校生なんだから　|　自己去拿 你也是个高中生了
EP10：はーい　|　好
EP10：パパ　新聞しまって　|　孩她爸 把报纸收起来
EP10：えみり　お弁当忘れないでね　|　绘美里 别忘带便当了
EP10：はーい　|　好
EP10：槙生さんもお弁当大変だって言ってたわね　|　槙生小姐之前也说过准备便当很麻烦
EP10：なんとこの小島さん　実は理系女子でもあるんです　|　而这位小岛女士 其实也是一名理科女生
EP10：小説家だと徹夜も多いのかな　|　她还是小说家 是不是经常熬夜啊
EP10：知らない　|　不知道
EP10：こんな綺麗な人が理系の才女なんですか　|　这么漂亮的人竟然是理科才女吗
EP10：この前遊びに行ったら昼間からビール飲んでてウケた　|　之前去玩的时候 她大白天就在喝啤酒还挺好笑的
EP10：いや　白衣の下はワンピースっていいですね　|　哎呀 白大褂配这裙子也别有一番风味啊
EP10：ママもやりたい　|　妈妈也想试试
EP10：何言ってるんですか　|　你在说什么呢
EP10：これ今なら完全にセクハラだな　|　这话放现在完全就是性骚扰啊
EP10：その言い方がすでにセクハラなんだけど　|　这个说法本身就是性骚扰了
EP10：今も昔も　|　不管是现在还是以前
EP10：いつもの通学路　|　一如往常的上学路
EP10：人波　|　人潮
EP10：走る子ども　|　奔跑的孩子
EP10：白い息　|　白色的气息
EP10：自動販売機のココア　と…　|　自贩机的可可 还有…
EP10：ポスターが笑う　|　海报的笑容
EP10：いや　|　不对
EP10：自転車　|　自行车
EP10：電車　|　电车
EP10：しゃ　|　sha
EP10：社会見学　|　社会实践
EP10：く　|　ku
EP10：雲　|　云
EP10：モモンガ　|　鼯鼠
EP10：がっ　|　ga
EP10：街路樹　|　行道树
EP10：じゅじゅじゅ　|　jujuju
EP10：呪縛　|　咒缚
EP10：しりとりになっちゃった　|　搞成词语接龙了
EP10：えみ…　|　绘美…
EP10：エミリー　|　艾米莉
EP10：ちっち　|　千千
EP10：朝も　|　还有朝
EP10：ちっち　|　千千
EP10：千世ちっちとは化学が一緒なの　|　我和千世千千化学是一起上的
EP10：エミリーは来年理系クラスでご一緒だからね　|　因为艾米莉明年要选理科所以和我在一起
EP10：ご一緒って　|　什么在一起
EP10：えみり理系にするの　|　绘美里你要选理科吗
EP10：なんだかんだね　|　各种原因吧
EP10：てかエミリーって　|　话说 艾米莉是什么
EP10：英語風　|　英语风格
EP10：相談してたんだ　|　我找她商量过
EP10：理系だからちっち　|　因为千千是理科的
EP10：私医者になるから　|　我准备当医生
EP10：うち両親とも医者だからさ　|　因为我父母都是医生
EP10：すごいよね　|　很厉害吧
