EP01 IN
EP01：あすトろ…　|　外星…
EP11：そんな看板１枚で防げるわけないだろう　|　就凭这块告示牌怎么可能够
EP11：ないよりマシです　|　总比没有好
EP11：ないほうがマシだ　|　没有还好点
EP11：バカが住んでると思われるぞ　|　住户会被当成傻子的
EP11：ここにしよう　|　就放这吧
EP11：ナオスケ　そっち押さえてて　|　直介 帮我压住那边
EP11：イヤだね　我々は鍵を捜すのに忙しいんだ　|　不帮 我们忙着找钥匙呢
EP11：ねえ　そのポストって…　|　等等 那个邮箱后面…
EP11：これが…鍵　|　这就是…钥匙
EP11：間違いない　|　没有错
EP11：竹の子だ　|　是竹笋
EP11：宮坂さん　|　宫坂先生
EP11：大丈夫？　|　没事吧？
EP11：はい　|　没事
EP11：これが…　|　这就是…
EP11：鍵　|　钥匙
EP11：ついに見つけたね　|　终于找到了
EP11：やった　|　太好了
EP11：あれ　|　咦
EP11：てことは…　|　也就是说…
EP11：やったね　ミラ　|　太好了 米拉
EP11：おめでとう　|　恭喜你
EP11：短い間ですが　|　虽然时间不长
EP11：お世話になりました　|　还是承蒙大家关照
EP11：辞めちゃうの　|　不做房东了吗
EP11：すみません　|　不好意思
EP11：その　故郷に帰らないといけなくなって　|　我必须得回老家去
EP11：随分と急じゃないですか　|　这也太突然了吧
EP11：みんながミラのことを待っているんだ　|　大家都在等米拉回去
EP11：ショーインさんも一緒に帰るの　|　松阴先生也一起回去吗
EP11：僕は　もともとミラを迎えに来たようなものだからね　|　我原本就是来迎接米拉的
EP11：みんなが待ってるって…　|　大家都在等的意思是…
EP11：ミラはミボー…　|　米拉是米博…
EP11：家業を継がなくてはならないので　|　我必须得继承家业
EP11：それで　みんなが私の帰りを待っている状況なんです　|　所以才说大家都在等我回去
EP11：家業？　|　家业？
EP11：商売か何かされてるんですか　|　家里在做什么生意吗
EP11：ええ　まあ　|　嗯 差不多
EP11：ヤダ　辞めないで　|　不要 不要辞职
EP11：大家さん　ずっとここにいて　|　房东 永远留在这吧
EP11：ごめんね　蓮くん　|　对不起 莲君
EP11：いつ帰るんですか　|　你们什么时候走呢
EP11：１週間後です　|　一周后
EP11：本当に急だな　|　真是突然啊
EP11：あすトろ荘の皆さんが　このまま暮らしていけるように　|　为了外星庄的大家能继续在这里居住
EP11：ちゃんと手配していきますので　安心してください　|　我会安排好的 请大家放心
EP11：これでよし　|　这样就没问题了
EP11：私の部屋に置いといてもいいのに　|　直接放在我房间就好了
EP11：危険だろう　|　那样太危险了
EP11：いつゴシュ星のヤツらが来るかもしれないんだから　|　也不知道戈休星那帮人什么时候会出现
EP11：だとしたら　今すぐにでもミボー星に帰ったほうがいいと思うけど　|　既然如此 我们应该立刻起身返回米博星
EP11：鍵も見つかったわけだし　|　钥匙都已经找到了
EP11：今週　雨どいの修理を頼んでるし　|　这周我已经拜托人来修理檐槽了
EP11：それに　掘った庭の穴を元に戻さないと　|　而且还得把庭院那些洞给填回去
EP11：穴ねえ　|　填洞啊
EP11：まあ　いいんじゃないか　|　罢了 随她去吧
EP11：この１週間は実質　ミラの最後の自由な時間になるわけだし　|　毕竟这一周 也算是米拉最后的自由时间了
EP11：もうあの頃には戻れない　|　已经回不到那个时候了
EP11：淡い期待は…　|　仅剩的期待…
EP11：梅ですね　|　梅子掉下来了呢
EP11：梅ですか　|　是梅子啊
EP11：随分と実がついてるな　|　结了好多果实啊
EP11：そうだ　梅酒　作りませんか　|　对了 来做梅酒吧
EP11：こうですか　|　像这样吗
EP11：いいですね　|　做得不错
EP11：いつごろ飲めるんでしょうか　|　什么时候可以喝呢
EP11：冬になったら飲めるけど　|　冬天就能喝了
EP11：寝かせておけばおくほどおいしくなりますよ　|　但是放久点会更好喝
EP11：あの納戸にあった梅酒みたいに？　|　跟储物间里的梅酒一样？
EP11：ですね　|　没错
EP11：きっと　お母さんと太助さんも　こうやって梅酒を作ったのかな　|　母亲和太助先生肯定也像这样做过梅酒吧
EP11：きれい　|　好漂亮
EP11：これを暗い所にしまっておけば完成です　|　这样放到暗处去就行了
EP11：楽しみ　|　好期待
EP11：どうします　|　打算怎么办
EP11：持っていきますか　ミボー星に　|　要带回米博星去吗
EP11：じゃ　持って帰ろうかな　|　那就带回去吧
EP11：では　割れないように梱包しますね　|　那就好好包装一下 别打坏了
EP11：お願いします　|　麻烦你了
EP11：確か　捨てずに取っておいた緩衝材が…　|　好像还剩了些没丢的缓冲材料…
EP11：そういえば　|　说起来
EP11：この間　何か話があるって言ってませんでしたっけ　|　你之前不是说过有话要跟我讲吗
EP11：いや　その…　|　哎呀 那个是…
EP11：水族館　行きませんか　|　想去水族馆吗
EP11：ほら　この前　|　就是之前
EP11：テルルンのライブの前に行こうって言ってたけど　|　说要在Terurun的演唱会前去的
EP11：行けなかったから　|　结果没去成
EP11：いいですね　行きましょう　|　好啊 一起去吧
EP11：ホントですか　|　真的吗
EP11：はい　|　是的
EP11：やった　|　太好了
EP11：いつにしましょうか　|　什么时候去呢
EP11：じゃ　最後の日に　|　那就最后一天
EP11：最後の日に行きましょう　|　最后一天去吧
EP11：山田工務店です　|　山田修理店
EP11：雨どいの修理だ　|　来修檐槽了
EP11：その辺り　見てください　|　麻烦看一下这附近
EP11：はい　|　好的
EP11：宮坂さん　|　宫坂先生
EP11：うわ　びっくりした　|　哇 吓死人了
EP11：ちょっといいですか　|　你有空吗
EP11：あれ　皆さん　どうしたんですか　|　咦 大家都在这做什么
EP11：サプライズ送別会を開こうと思ってるんだ　|　我们想开一个惊喜送别会
EP11：ミラさんと　短い期間だったけど　８号室のショーインさんの　|　欢送米拉小姐和才搬来八号房的松阴先生
EP11：ミラさんには随分とお世話になったからねえ　|　毕竟受了米拉小姐不少照顾
EP11：ミラさんが来て朝ご飯を作ったときは　殺意抱きそうになったけど　|　虽然米拉小姐刚来做早饭时有点想杀了她
EP11：太助さんが亡くなって　我々は　|　太助先生去世之后
EP11：このあすトろ荘から追い出されてもおかしくなかったのに　|　我们本该被赶出外星庄的
EP11：ミラさんが大家さんとして来てくれたおかげで　|　多亏米拉小姐来当房东
EP11：我々は今もここに住めてるわけだ　|　我们才能继续住在这里
EP11：蓮くんが　サプライズパーティーやろうって　|　莲君说开一个惊喜派对
EP11：いなくなっちゃうのはイヤだけど　|　虽然不想房东走
EP11：最後に大家さんに喜んでほしいから　|　但还是希望她最后能开心点
EP11：なんて心の優しい子に育ったんだ　|　多么体贴温柔的孩子啊
EP11：父さんはうれしいぞ　|　爸爸我好开心
EP11：やめろよ　うっとうしいな　|　放开我 好烦啊
EP11：というわけで　宮坂くんも是非参加してほしい　|　就是这样 希望你也能参与进来
EP11：もちろんです　|　当然
EP11：よし　じゃ何する　|　太好了 有什么点子吗
EP11：料理は宮坂くんが作るでしょう　|　饭菜当然是宫坂君做了
EP11：任せてください　|　交给我吧
EP11：プレゼントは　|　送礼物怎么样
EP11：いいね　|　好呀
EP11：みんなで鶴折るの　千羽鶴　|　大家来折纸鹤吧 折一千只
EP11：蓮　万が一　誰かに千羽鶴を贈ることになったとしたら　|　莲 万一有人叫你一起折千纸鹤送人
EP11：父の遺言で　鶴だけは折るなと言われてると断りなさい　|　你就拒绝他说父亲遗言不让我折纸鹤
EP11：もらって困るもの１位だから　千羽鶴は　|　收到最麻烦的礼物就是千纸鹤了
EP11：じゃ　何がいいんだよ　|　那送什么好啊
EP11：我々が唯一持ってないものは金だからなあ　|　我们唯一缺的就是钱了
EP11：そこら辺に生えてる花でも摘んでくるか　|　要不摘点长在附近的花吧
EP11：あれがいい　みんなで歌って踊るやつ　|　那个怎么样 大家一起唱歌跳舞那个
EP11：フラッシュモブ？　|　快闪？
EP11：あれ　やられてうれしい　|　谁会乐意收到那种东西
EP11：私が　もしフラッシュモブやられたら　|　要是有人给我准备快闪
EP11：とりあえず　計画立てたヤツ呪うね　|　不论如何 我先诅咒提议的人
EP11：私　走って逃げます　|　我会迅速逃走
EP11：子供のアイデアを　いい大人が寄ってたかって否定するのひどいじゃないですか　|　这么大的人了 居然还集体否定小孩子的想法
EP11：若林さんもでしょう　|　你不也是
EP11：ウチのクラスの先生がお誕生日のときに　|　我们班老师生日那天
EP11：みんなで先生の好きな曲　歌って踊ったら　|　大家和着老师喜欢的曲子唱歌跳舞
EP11：先生　すごい喜んでくれたんだもん　|　老师明明很高兴的
EP11：なんていい子なんだ　|　多么懂事的孩子啊
