EP01 IN
EP01：フリーダ　|　弗里达
EP10：では　ペンデュラムの連中がウルを連れ去ったというのか　|　这么说 灵摆那帮人把乌尔带走了
EP10：はい　|　是的
EP10：何とか抵抗しようとしたのですが　力及ばず　|　尽管我已经奋力抵抗 但也不是对手
EP10：誠に申し訳ございません　|　实在是对不起
EP10：アジトで取り逃がしたのが痛かったね　|　真不该让他们从藏身处逃走的
EP10：しかし　なぜこの場所が分かったんだ　|　但他们是怎么知道这里的
EP10：僕たち以外にここを知る者がいるとは　|　除我们外应该没人知道
EP10：僕たちのせいだ　|　都怪我们
EP10：どういうことだね　テオドール　|　怎么回事 西奥多
EP10：あの時　僕たちが家に帰してほしいって言ったから　|　都怪我们当时说自己想回家
EP10：ねえ　キキちゃん　|　喂 琪琪姐
EP10：どうした　|　怎么了
EP10：もう　ここつまんない　|　这里太无聊了
EP10：ルチアも　|　我也觉得
EP10：僕たち　いつまでここにいればいいんですか　|　我们要在这里待到什么时候
EP10：何よ　家に帰りたいってわけ　|　什么嘛 你们想回家了吗
EP10：はい　|　是的
EP10：僕も帰りたい　ラファエロだって帰りたいよね　|　我也想回去了 拉斐尔也是吧
EP10：うん　僕謝らなくちゃ　|　嗯 我得回去道歉
EP10：謝るって　何を　|　道什么歉
EP10：僕が勝手にウルを連れて外に出たから　|　都怪我擅自把乌尔带出来
EP10：祖父のお家が燃えちゃったんだ　|　害得爷爷家被烧了
EP10：ウルがもし怪我してたら僕…　|　要是乌尔受伤了…
EP10：ちょっと　もう　泣かないでよ　|　怎么了 别哭呀
EP10：わかったわ　|　知道了
EP10：あなたたちをお家に返してあげる　|　这就让你们回家吧
EP10：本当　|　真的吗
EP10：ええ　パパたちに迎えに来てもらうわ　|　当然 让你们爸爸来接你们
EP10：でも困ったわね　あなたたちのお家がどこか分からないわ　|　但不好办呢 我们不知道你们住在哪
EP10：あのね　今のお家はクララのとこなの　|　好办 我们现在住在克拉拉家里
EP10：クララ？　|　克拉拉？
EP10：クララの作るご飯　すっごくおいしいんだから　|　克拉拉做的饭可好吃了
EP10：へえ　それはいいわね　|　是吗 那可真好
EP10：だから　あいつらはここがわかったんだ　|　所以他们才会知道这里
EP10：僕たちが家に帰りたいなんて言ったから　|　都怪我们说了自己想回家
EP10：心配はいらん　|　不必担心
EP10：ウルは私たちが取り戻す　|　我们会带乌尔回来
EP10：そうだろ　ダリ卿　|　是吧 达利卿
EP10：ああ　もちろんだ　|　那是当然
EP10：あのさ　なんかお腹空かない　|　对了 有人肚子饿吗
EP10：そういえば　朝から何も食べてないな　|　说起来 从早上起就没吃过东西
EP10：では諸君　子供たちと一緒に飯でも食うとしよう　|　各位 和孩子们一起吃顿饭吧
EP10：取り逃がしたのは　シャド・ジュラスとカタリナの２名　|　逃走的 是沙德·朱鲁斯和卡塔莉娜两人
EP10：身柄を拘束したキキとアブラハムは　取り調べを進めている　|　被拘捕的琪琪和亚伯拉罕 正在接受调查
EP10：リーダー格であるキースは　発見時意識を失った状態だった　|　身为头目的基斯 被发现时处于昏迷状态
EP10：今は血盟病院に　厳重な警備付きで収容されているそうだ　|　现在正在血盟医院 被严格监视着
EP10：意識が戻り次第　そいつにも尋問しないとね　|　那家伙恢复意识 就得审讯他
EP10：それは無理かもしれん　|　那可能不太行
EP10：どうして　|　为什么
EP10：医者が言うには　生きている者に見られる体性反射が全くないそうだ　|　医生说他完全没有活人的身体反射
EP10：じゃあ情報を聞き出せる状態じゃないってことか　|　那就是说不能审讯出线索了
EP10：ああ　当面は　逃走したジュラスとカタリナの行方を追うしかない　|　是啊 目前只能追查逃走的朱鲁斯和卡塔莉娜的行踪
EP10：ヨハネス卿も　クララもウルも　連中が連れていると見るのが妥当だ　|　看来 约翰尼斯卿 克拉拉和乌尔都被他们带走了
EP10：奴らの目的はキキという少女の供述からも明らかだ　|　他们的目的 根据少女琪琪的证词已经十分明确
EP10：だから言ってんでしょ　ヨハネスが白状したのよ　|　我都说了 约翰尼斯已经坦白了
EP10：TRUMPがクランにいるってね　|　TRUMP在氏族之中
EP10：まさか　ヴラド機関のトップが口を滑らせるとはな　|　没想到 弗拉德机关一号人物也会松口
EP10：まっ　吐かなくても子供たちはあたしが守ったけどね　|　就算不说我也会保护孩子们
EP10：なんせ　あたしはあの子たちが愛おしくてしょうがないの　|　因为我对那些孩子爱得疯狂
EP10：それがお前の繭期だったな　|　这就是你的茧期吧
EP10：ええ　そうよ　ダリ・デリコ　|　是啊 达利·德里科
EP10：あんたのことも愛してるわ　今までも　これからもずっとね　|　我也一直爱着你 直到永远
EP10：繭期が開ければそれも終わりだ　|　茧期结束后就不会了
EP10：いいえ　あたしの繭期は終わらないわ　|　不 我的茧期不会结束
EP10：永遠の繭期なんだから　|　是永远的茧期
EP10：あくまでこれによる繭期の揺り戻しに過ぎん　|　你不过是靠着这个回到茧期而已
EP10：効果が切れれば　お前も晴れて大人の吸血種の仲間入りだ　|　效果结束后 你也就变回成年吸血种了
EP10：それにしても笑えるわ　|　不过也太可笑了
EP10：あたしたち吸血種の神様が　クランでティーチャーをしてるだなんて　|　我们吸血种的神明 竟然在氏族中担任老师
EP10：まっ　神様の考えることは分からないよね　|　我们不懂神在想什么
EP10：ジュラスの狙いはTRUMPよ　|　朱鲁斯的目标是TRUMP
EP10：あたしたちのボスが　なんであんな奴を組織に引き入れたのか分からないけれど　|　虽然我不知道为什么我们的老大会让那家伙加入组织
EP10：これだけは言えるわ　|　但这点我很确信
EP10：私はあいつですら愛してるの　|　我就连那家伙也爱着
EP10：この世界の全てが愛しくて　頭がおかしくなっちゃいそうよ　|　我喜爱这个世界的一切 脑子都要疯掉了
EP10：でも　クランの警備はどこも厳重だ　|　但是 氏族的警备到处都很严密
EP10：外部から侵入するなんて難しいと思うけどな　|　我觉得从外部侵入很困难
EP10：だが　その厳重なクランが運悪く外部に開かれる時が近づいている　|　但是 戒备森严的氏族 却恰好快要对外部开放了
EP10：クランフェストか　|　氏族盛典吗
EP10：ああ　そうだ　|　没错
EP10：年に一度クランで開催される　生徒の能力を披露するための祭典　|　每年一次在氏族举办 展示学生能力的祭典
EP10：その日だけは　固く閉ざされたクランの門が来賓客のために開かれる　|　只有那一天 紧闭的氏族大门会为来客打开
EP10：外部の者がクランに侵入するにはこの上ないチャンスだな　|　想从外部侵入氏族 这是最好的机会
EP10：来賓客を装えば　正門から堂々と入れるからな　|　只要装成来宾 就能光明正大地从正门进入
EP10：連中がその日を狙う可能性は大きい　|　那些家伙很可能会趁这天入侵
EP10：奴らをTRUMPと接触させるわけにはいかない　|　绝对不能让他们接触TRUMP
EP10：何たって　デリケートな神様だしね　|　毕竟是个脆弱的神明
EP10：面倒な神を持つと　苦労が絶えんものだ　|　有个麻烦的神 麻烦事不断
EP10：ダリ　|　达利
EP10：ウルは必ず取り戻す　|　我们一定要救回乌尔
EP10：何だ　急に改まって　|　怎么突然这么正经
EP10：ウルだけじゃない　ヨハネス卿やクララだって取り戻す　|　不只是乌尔 约翰尼斯卿和克拉拉也要救回来
EP10：そうだろう　|　是吧
EP10：ダリ卿　貴兄が自らの子らだけでなく　|　达利卿 你不仅救你的孩子
EP10：私たちの子らも命懸けで救おうとしてくれたことには　感謝している　|　而且还拼命救我们的孩子 十分感谢
EP10：それはお前たちだって同じだ　|　这你们也一样
EP10：だからウルは僕たちの子も同然だ　|　所以乌尔也等同于我们的孩子
EP10：ウルは必ず救い出す　貴族の誇りに懸けてな　|　我们一定会救回乌尔 赌上贵族的自豪
EP10：ノブレス・オブリージュ　|　承担贵族义务
EP10：ノブレス・オブリージュ　|　承担贵族义务
EP10：ねえ　何してるの　|　你在干什么呢
EP10：し　静かにして　聞こえちゃうだろ　|　嘘 安静一点 会被听到的
EP10：夜更かししてると　お化けが出てくるぞ　|　熬夜的话 会有怪物出现哦
EP10：どうしたんだい　こんな夜中に　|　干什么呢 这么晚了
EP10：起きてちゃダメじゃないか　|　怎么还不睡觉
EP10：あの　これはその…　|　那个 是因为…
EP10：パパ　|　爸爸
EP10：眠れないの　|　我睡不着
EP10：あの　僕も眠れなくて　|　那个 我也睡不着
EP10：うん　僕も　|　我也是
EP10：きっと　テオドールもそうよね　|　西奥多一定也是这样
